27	br-a01	25	27	702	Mayor_William_B._Hartsfield filed suit for divorce from his wife , Pearl_Williams_Hartsfield , in Fulton_Superior_Court Friday . 
28	br-a01	25	28	717	His petition charged mental cruelty . 
29	br-a01	26	29	723	The couple was married Aug. 2 , 1913 . 
30	br-a01	26	30	732	They have a son , William_Berry_Jr. , and a daughter , Mrs._J._M._Cheshire of Griffin . 
31	br-a01	27	31	747	Attorneys for the mayor said that an amicable property_settlement has been agreed_upon . 
32	br-a01	28	32	760	The petition listed the mayor 's occupation as `` attorney '' and his age as 71 . 
33	br-a01	28	33	777	It listed his wife 's age as 74 and place_of_birth as Opelika_,_Ala. . 
34	br-a01	29	34	790	The petition said that the couple has not lived together as man_and_wife for more than a year . 
35	br-a01	30	35	808	The Hartsfield home is at 637 E._Pelham_Rd._NE . 
36	br-a01	31	36	816	Henry_L._Bowden was listed on the petition as the mayor 's attorney . 
37	br-a01	32	37	828	Hartsfield has been mayor of Atlanta , with exception of one brief interlude , since 1937 . 
38	br-a01	32	38	845	His political career goes_back to his election to city_council in 1923 . 
39	br-a01	33	39	857	The mayor 's present term_of_office expires Jan. 1 . 
40	br-a01	33	40	866	He will be succeeded by Ivan_Allen_Jr. , who became a candidate in the Sept. 13 primary after Mayor_Hartsfield announced that he would not run for reelection . 
41	br-a01	34	41	893	Georgia Republicans are getting strong encouragement to enter a candidate in the 1962 governor_'s_race , a top official said Wednesday . 
42	br-a01	35	42	914	Robert_Snodgrass , state GOP chairman , said a meeting held Tuesday night in Blue_Ridge brought enthusiastic responses from the audience . 
43	br-a01	36	43	935	State_Party_Chairman_James_W._Dorsey added that enthusiasm was picking_up for a state rally to be held Sept. 8 in Savannah at which newly elected Texas Sen._John_Tower will be the featured speaker . 
44	br-a01	37	44	964	In the Blue_Ridge meeting , the audience was warned that entering a candidate for governor would force it to take petitions out into voting_precincts to obtain the signatures of registered voters . 
45	br-a01	38	45	996	Despite the warning , there was a unanimous vote to enter a candidate , according_to Republicans who attended . 
46	br-a01	39	46	1015	When the crowd was asked whether it wanted to wait one more term to make the race , it voted no - and there were no dissents . 
47	br-a01	40	47	1043	The largest hurdle the Republicans would have to face is a state law which says that before making a first race , one of two alternative courses must be taken : 
48	br-a01	42	48	1074	Five per_cent of the voters in each county must sign petitions requesting that the Republicans be allowed to place names of candidates on the general_election ballot , or The Republicans must hold a primary under the county unit system - a system which the party opposes in its platform . 
49	br-a01	43	49	1124	Sam_Caldwell , State_Highway_Department public_relations director , resigned Tuesday to work for Lt._Gov._Garland_Byrd 's campaign . 
50	br-a01	44	50	1139	Caldwell 's resignation had been expected for some time . 
51	br-a01	44	51	1149	He will be succeeded by Rob_Ledford of Gainesville , who has been an assistant more than three years . 
52	br-a01	44	52	1168	When the gubernatorial campaign starts , Caldwell is expected to become a campaign coordinator for Byrd . 
53	br-a01	45	53	1185	The Georgia_Legislature will wind_up its 1961 session Monday and head for home - where some of the highway bond money it approved will follow shortly . 
54	br-a01	46	54	1211	Before adjournment Monday afternoon , the Senate is expected to approve a study of the number of legislators allotted to rural and urban_areas to determine what adjustments should be made . 
55	br-a01	47	55	1242	Gov._Vandiver is expected to make the traditional visit to both chambers as they work toward adjournment . 
56	br-a01	47	56	1259	Vandiver likely will mention the $ 100 million highway bond issue approved earlier in the session as his first priority item . 
57	br-a01	48	57	1281	Meanwhile , it was learned the State_Highway_Department is very near being ready to issue the first $ 30 million worth of highway reconstruction bonds . 
58	br-a01	49	58	1306	The bond issue will go to the state courts for a friendly test_suit to test the validity of the act , and_then the sales will begin and contracts let for repair work on some of Georgia 's most heavily traveled highways . 
59	br-a01	50	59	1348	A Highway_Department source said there also is a plan there to issue some $ 3 million to $ 4 million worth of Rural_Roads_Authority bonds for rural road construction work . 
60	br-a01	51	60	1378	The department apparently intends to make the Rural_Roads_Authority a revolving_fund under which new bonds would be issued every time a portion of the old ones are paid_off by tax authorities . 
61	br-a01	52	61	1409	Vandiver opened his race for governor in 1958 with a battle in the Legislature against the issuance of $ 50 million worth of additional rural roads bonds proposed by then Gov._Marvin_Griffin . 
62	br-a01	53	62	1441	The Highway_Department source told The_Constitution , however , that Vandiver has not been consulted yet about the plans to issue the new rural roads bonds . 
63	br-a01	54	63	1467	Schley_County_Rep._B._D._Pelham will offer a resolution Monday in the House to rescind the body 's action of Friday in voting itself a $ 10 per day increase in expense allowances . 
64	br-a01	55	64	1497	Pelham said Sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought . 
65	br-a01	56	65	1538	While emphasizing that technical details were not fully worked_out , Pelham said his resolution would seek to set_aside the privilege resolution which the House voted through 87 - 31 . 
66	br-a01	57	66	1568	A similar resolution passed in the Senate by a vote of 29 - 5 . 
67	br-a01	57	67	1583	As of Sunday night , there was no word of a resolution being offered there to rescind the action . 
68	br-a01	58	68	1603	Pelham pointed_out that Georgia voters last November rejected a constitutional amendment to allow legislators to vote on pay raises for future Legislature sessions . 
69	br-a01	59	69	1627	A veteran Jackson_County legislator will ask the Georgia_House Monday to back federal aid to education , something it has consistently opposed in the past . 
70	br-a01	60	70	1652	Rep._Mac_Barber of Commerce is asking the House in a privilege resolution to `` endorse increased federal support for public education , provided_that such funds be received and expended '' as state funds . 
71	br-a01	61	71	1685	Barber , who is in his 13th year as a legislator , said there `` are some members of our congressional delegation in Washington who would_like to see it ( the resolution ) passed '' . 
72	br-a01	61	72	1721	But he added that none of Georgia 's congressmen specifically asked him to offer the resolution . 
73	br-a01	62	73	1738	The resolution , which Barber tossed into the House hopper Friday , will be formally read Monday . 
74	br-a01	62	74	1756	It says that `` in the event Congress does provide this increase in federal funds '' , the State_Board_of_Education should be directed to `` give priority '' to teacher pay raises . 
75	br-a01	63	75	1788	After a long , hot controversy , Miller_County has a new school_superintendent , elected , as a policeman put it , in the `` coolest election I ever saw in_this county '' . 
76	br-a01	64	76	1821	The new school_superintendent is Harry_Davis , a veteran agriculture teacher , who defeated Felix_Bush , a school_principal and chairman of the Miller_County_Democratic_Executive_Committee . 
77	br-a01	65	77	1844	Davis received 1119 votes in Saturday 's election , and Bush got 402 . 
78	br-a01	65	78	1858	Ordinary Carey_Williams , armed with a pistol , stood_by at the polls to insure order . 
79	br-a01	66	79	1874	`` This was the coolest , calmest election I ever saw '' , Colquitt_Policeman_Tom_Williams said . 
80	br-a01	66	80	1890	`` Being at the polls was just like being at church . 
81	br-a01	66	81	1902	I did n't smell a drop of liquor , and we did n't have a_bit of trouble '' . 
82	br-a01	67	82	1921	The campaign leading to the election was not so quiet , however . 
83	br-a01	67	83	1934	It was marked by controversy , anonymous midnight phone_calls and veiled threats of violence . 
84	br-a01	68	84	1949	The former county school_superintendent , George_P._Callan , shot himself to death March 18 , four days after he resigned his post in a dispute with the county school_board . 
85	br-a01	69	85	1978	During the election campaign , both candidates , Davis and Bush , reportedly received anonymous telephone_calls . 
86	br-a01	69	86	1995	Ordinary Williams said he , too , was subjected to anonymous calls soon after he scheduled the election . 
87	br-a01	70	87	2014	Many local citizens feared that there would be irregularities at the polls , and Williams got himself a permit to carry a gun and promised an orderly election . 
88	br-a01	71	88	2043	Sheriff_Felix_Tabb said the ordinary apparently made_good his promise . 
89	br-a01	72	89	2052	`` Everything went real smooth '' , the sheriff said . 
90	br-a01	72	90	2063	`` There was n't a_bit of trouble '' . 
91	br-a02	1	1	2072	Committee approval of Gov._Price_Daniel 's `` abandoned property '' act seemed certain Thursday despite the adamant protests of Texas bankers . 
92	br-a02	2	2	2093	Daniel personally led the fight for the measure , which he had watered_down considerably since its rejection by two previous Legislatures , in a public hearing before the House_Committee_on_Revenue_and_Taxation . 
93	br-a02	3	3	2123	Under committee rules , it went automatically to a subcommittee for one week . 
94	br-a02	3	4	2137	But questions with which committee_members taunted bankers appearing as witnesses left little doubt that they will recommend passage of_it . 
95	br-a02	4	5	2157	Daniel termed `` extremely conservative '' his estimate that it would produce 17 million dollars to help erase an anticipated deficit of 63 million dollars at the end of the current fiscal_year next Aug. 31 . 
96	br-a02	5	6	2193	He told the committee the measure would merely provide means of enforcing the escheat law which has been on_the_books `` since Texas was a republic '' . 
97	br-a02	5	7	2220	It permits the state to take_over bank_accounts , stocks and other personal_property of persons missing for seven years or more . 
98	br-a02	6	8	2241	The bill , which Daniel said he drafted personally , would force banks , insurance_firms , pipeline_companies and other corporations to report such property to the state_treasurer . 
99	br-a02	6	9	2269	The escheat law cannot be enforced now because it is almost impossible to locate such property , Daniel declared . 
100	br-a02	7	10	2289	Dewey_Lawrence , a Tyler lawyer representing the Texas_Bankers_Association , sounded the opposition keynote when he said it would force banks to violate their contractual obligations with depositors and undermine the confidence of bank customers . 
101	br-a02	8	11	2324	`` If you destroy confidence in banks , you do something to the economy '' , he said . 
102	br-a02	8	12	2343	`` You take out_of circulation many millions of dollars '' . 
103	br-a02	9	13	2354	Rep._Charles_E._Hughes of Sherman , sponsor of the bill , said a failure to enact it would `` amount to making a gift out_of the taxpayers ' pockets to banks , insurance and pipeline_companies '' . 
104	br-a02	10	14	2389	His contention was denied by several bankers , including Scott_Hudson of Sherman , Gaynor_B._Jones of Houston , J._B._Brady of Harlingen and Howard_Cox of Austin . 
105	br-a02	11	15	2414	Cox argued that the bill is `` probably unconstitutional '' since , he said , it would impair contracts . 
106	br-a02	12	16	2434	He also complained that not enough notice was given on the hearing , since the bill was introduced only last Monday . 
107	br-a02	13	17	2456	Senators unanimously approved Thursday the bill of Sen._George_Parkhouse of Dallas authorizing establishment of day_schools for the deaf in Dallas and the four other largest counties . 
108	br-a02	14	18	2482	The bill is designed to provide special schooling for more deaf students in the scholastic age at a reduced cost to the state . 
109	br-a02	15	19	2506	There was no debate as the Senate passed the bill on to the House . 
110	br-a02	16	20	2521	It would authorize the Texas_Education_Agency to establish county-wide day_schools for the deaf in counties of 300000 or more population , require deaf children between 6 and 13 years of_age to attend the day_schools , permitting older ones to attend the residential Texas_School_for_the_Deaf here . 
111	br-a02	17	21	2565	Operating_budget for the day_schools in the five counties of Dallas , Harris , Bexar , Tarrant and El_Paso would be $ 451500 , which would be a savings of $ 157460 yearly after the first year 's capital outlay of $ 88000 was absorbed , Parkhouse told the Senate . 
112	br-a02	18	22	2615	The TEA estimated there would be 182 scholastics to attend the day_school in Dallas_County , saving them from coming to Austin to live in the state deaf school . 
113	br-a02	19	23	2644	Dallas may get_to hear a debate on horse_race parimutuels soon between Reps._V._E._Red_Berry and Joe_Ratcliff . 
114	br-a02	20	24	2659	While details are still be to worked_out , Ratcliff said he expects to tell home_folks in Dallas why he thinks Berry 's proposed constitutional amendment should be rejected . 
115	br-a02	21	25	2688	`` We 're getting more ' pro ' letters than ' con ' on horse_race betting '' , said Ratcliff . 
116	br-a02	21	26	2709	`` But I believe if people were better informed on this question , most_of them would oppose it also . 
117	br-a02	21	27	2729	I'm willing to stake my political career on_it '' . 
118	br-a02	22	28	2739	Rep._Berry , an ex_gambler from San_Antonio , got elected on his advocacy of betting_on the ponies . 
119	br-a02	22	29	2756	A House committee which heard his local_option proposal is expected to give it a favorable report , although the resolution faces hard_sledding later . 
120	br-a02	23	30	2780	The House passed finally , and sent to the Senate , a bill extending the State_Health_Department 's authority to give planning assistance to cities . 
121	br-a02	24	31	2805	The Senate quickly whipped_through its meager fare of House bills approved by committees , passing the three on the calendar . 
122	br-a02	24	32	2826	One validated acts of school districts . 
123	br-a02	24	33	2833	Another enlarged authority of the Beaumont_Navigation_District . 
124	br-a02	25	34	2840	The third amended the enabling_act for creation of the Lamar_county Hospital_District , for which a special constitutional amendment previously was adopted . 
125	br-a02	26	35	2862	Without dissent , senators passed a bill by Sen._A._R._Schwartz of Galveston authorizing establishment in the future of a school for the mentally_retarded in the Gulf_Coast district . 
126	br-a02	26	36	2889	Money for its construction will be sought later_on but in_the_meantime the State_Hospital board can accept gifts and donations of a site . 
127	br-a02	27	37	2911	Two tax revision bills were passed . 
128	br-a02	27	38	2918	One , by Sen._Louis_Crump of San_Saba , would aid more than 17000 retailers who pay a group of miscellaneous excise_taxes by eliminating the requirement that each return be notarized . 
129	br-a02	27	39	2948	Instead , retailers would sign a certificate of correctness , violation of which would carry a penalty of one to five years in prison , plus a $ 1000 fine . 
130	br-a02	27	40	2979	It was one of a series of recommendations by the Texas_Research_League . 
131	br-a02	28	41	2991	The other bill , by Sen._A._M._Aikin_Jr. of Paris , would relieve real_estate_brokers , who pay their own annual licensing_fee , from the $ 12 annual occupation_license on brokers in such_as stocks and bonds . 
132	br-a02	29	42	3025	Natural_gas public_utility companies would be given the right of eminent_domain , under a bill by Sen._Frank_Owen /3 , of El_Paso , to acquire sites for underground storage reservoirs for gas . 
133	br-a02	30	43	3056	Marshall_Formby of Plainview , former chairman of the Texas_Highway_Commission , suggested a plan to fill by appointment future vacancies in the Legislature and Congress , eliminating the need for costly special elections . 
134	br-a02	31	44	3089	Under Formby 's plan , an appointee would be selected by a board composed of the governor , lieutenant_governor , speaker of the House , attorney_general and chief_justice of the Texas_Supreme_Court . 
135	br-a02	32	45	3121	State representatives decided Thursday against taking_a_poll on what kind of taxes Texans would prefer to pay . 
136	br-a02	33	46	3138	An adverse vote of 81 to 65 kept in the State_Affairs_Committee a bill which would order the referendum on the April 4 ballot , when Texas votes on a U.S. senator . 
137	br-a02	34	47	3170	Rep._Wesley_Roberts of Seminole , sponsor of the poll idea , said that further delay in the committee can kill the bill . 
138	br-a02	35	48	3192	The West_Texan reported that he had finally gotten Chairman_Bill_Hollowell of the committee to set it for public hearing on Feb. 22 . 
139	br-a02	35	49	3214	The proposal would have to receive final legislative approval , by two-thirds majorities , before March 1 to be printed on the April 4 ballot , Roberts said . 
140	br-a02	36	50	3243	Opponents generally argued that the ballot could n't give enough information about tax proposals for the voters to make an intelligent choice . 
141	br-a02	37	51	3266	All Dallas members voted with Roberts , except Rep._Bill_Jones , who was absent . 
142	br-a02	38	52	3280	Paradise lost to the alleged water needs of Texas ' big cities Thursday . 
143	br-a02	39	53	3294	Rep._James_Cotten of Weatherford insisted that a water_development bill passed by the Texas House_of_Representatives was an effort by big cities like Dallas and Fort_Worth to cover_up places like Paradise , a Wise_County hamlet of 250 people . 
144	br-a02	40	54	3330	When the shouting ended , the bill passed , 114 to 4 , sending it to the Senate , where a similar proposal is being sponsored by Sen._George_Parkhouse of Dallas . 
145	br-a02	41	55	3361	Most of the fire was directed by Cotten against Dallas and Sen._Parkhouse . 
146	br-a02	41	56	3374	The bill would increase from $ 5000000 to $ 15000000 the maximum loan the state could make to a local water_project . 
147	br-a02	42	57	3396	Cotten construed this as a veiled effort by Parkhouse to help Dallas and other large cities get money which Cotten felt could better be spent providing water for rural Texas . 
148	br-a02	43	58	3427	Statements by other legislators that Dallas is paying for all its water_program by local bonds , and that less populous places would benefit most by the pending bill , did not sway Cotten 's attack . 
149	br-a02	44	59	3463	The bill 's defenders were mostly small-town legislators like J._W._Buchanan of Dumas , Eligio_(_Kika_)_de_la_Garza of Mission , Sam_F._Collins of Newton and Joe_Chapman of Sulphur_Springs . 
150	br-a02	45	60	3488	`` This is a poor boy 's bill '' , said Chapman . 
151	br-a02	45	61	3501	`` Dallas and Fort_Worth can vote bonds . 
152	br-a02	45	62	3509	This would help the little peanut districts '' . 
153	br-a02	46	63	3518	A Houston teacher , now serving in the Legislature , proposed Thursday a law reducing the time spent learning `` educational methods '' . 
154	br-a02	47	64	3542	Rep._Henry_C._Grover , who teaches history in the Houston public_schools , would reduce from 24 to 12 semester_hours the so-called `` teaching_methods '' courses required to obtain a junior or senior_high_school teaching_certificate . 
155	br-a02	47	65	3574	A normal year 's work in college is 30 semester_hours . 
156	br-a02	48	66	3585	Grover also would require junior senior_high teachers to have at_least 24 semester_hours credit in the subject they are teaching . 
157	br-a02	48	67	3605	The remainder of the 4 - year college requirement would be in_general subjects . 
158	br-a02	49	68	3619	`` A person with a master's_degree in physics , chemistry , math or English , yet who has not taken Education courses , is not permitted to teach in the public_schools '' , said Grover . 
159	br-a02	50	69	3655	College teachers in Texas are not required to have the Education courses . 
160	br-a02	51	70	3668	Fifty-three of the 150 representatives immediately joined Grover as co-signers of the proposal . 
161	br-a02	52	71	3682	The board_of_regents of Paris_Junior_College has named Dr._Clarence_Charles_Clark of Hays , Kan. as the school 's new president . 
162	br-a02	53	72	3700	Dr._Clark will succeed Dr._J._R._McLemore , who will retire at the close of the present school_term . 
163	br-a02	54	73	3716	Dr._Clark holds an earned Doctor_of_Education degree from the University_of_Oklahoma . 
164	br-a02	54	74	3726	He also received a Master_of_Science degree from Texas_A+I_College and a Bachelor_of_Science degree from Southwestern_State_College , Weatherford , Okla. . 
165	br-a02	55	75	3745	In_addition , Dr._Clark has studied at Rhode_Island_State_College and Massachusetts_Institute_of_Technology . 
166	br-a02	56	76	3755	During his college career , Dr._Clark was captain of his basketball_team and was a football letterman . 
167	br-a02	57	77	3772	Dr._Clark has served as teacher and principal in Oklahoma high_schools , as teacher and athletic director at Raymondville_,_Texas_,_High_School , as an instructor at the University_of_Oklahoma , and as an associate_professor of education at Fort_Hays_,_Kan._,_State_College . 
168	br-a02	57	78	3807	He has served as a border_patrolman and was in the Signal_Corps of the U._S._Army . 
169	br-a02	58	79	3822	Principals of the 13 schools in the Denton_Independent_School_District have been re-elected for the 1961 - 62 session upon the recommendation of Supt._Chester_O._Strickland . 
170	br-a02	59	80	3845	State and federal legislation against racial discrimination in employment was called_for yesterday in a report of a `` blue_ribbon '' citizens_committee on the aid to dependent children program . 
171	br-a02	60	81	3874	The report , culminating a year long study of the ADC program in Cook county by a New_York_City welfare consulting_firm , listed 10 long_range recommendations designed to reduce the soaring ADC case_load . 
172	br-a02	60	82	3907	The report called racial discrimination in employment `` one of the most serious causes of family breakdown , desertion , and ADC dependency '' . 
173	br-a02	61	83	3932	The monthly cost of ADC to more than 100000 recipients in the county is 4.4 million dollars , said C._Virgil_Martin , president of Carson_Pirie_Scott_+_Co. , committee chairman . 
174	br-a02	62	84	3960	`` We must solve the problems which have forced these people to depend_upon ADC for subsistence '' , Martin said . 
175	br-a02	63	85	3981	The volume of ADC cases will decrease , Martin reported , when the community is able to deal effectively with two problems : Relatively limited skills and discrimination in employment because of color . 
176	br-a02	63	86	4015	These , he said , are `` two of the principal underlying causes for family breakups leading to ADC '' . 
177	br-a02	64	87	4036	Other recommendations made by the committee are : 
178	br-a02	65	88	4044	Extension of the ADC program to all children in need living with any relatives , including both parents , as a means of preserving family unity . 
179	br-a02	66	89	4071	Research projects as soon as possible on the causes and prevention of dependency and illegitimacy . 
180	br-a11	1	1	4087	The Orioles tonight retained the distinction of being the only winless team among the eighteen Major-League_clubs as they dropped their sixth straight spring exhibition decision , this one to the Kansas_City Athletics by a score of 5 to 3 . 
181	br-a11	2	2	4127	Indications as_late_as the top of the sixth were that the Birds were to end their victory drought as they coasted along with a 3 - to-o advantage . 
182	br-a11	3	3	4155	Over the first five frames , Jack_Fisher , the big righthander who figures to be in_the_middle of Oriole plans for a drive on the 1961 American_League pennant , held the A 's scoreless while yielding three scattered hits . 
183	br-a11	4	4	4194	Then Dick_Hyde , submarine_ball hurler , entered the contest and only five batters needed to face him before there existed a 3 - to 3 deadlock . 
184	br-a11	5	5	4221	A two run homer by Norm_Siebern and a solo_blast by Bill_Tuttle tied the game , and single runs in the eighth and ninth gave the Athletics their fifth victory in eight starts . 
185	br-a11	6	6	4254	With one down in the eighth , Marv_Throneberry drew a walk and stole second as Hyde fanned Tuttle . 
186	br-a11	6	7	4273	Catcher Frank_House 's throw in an effort to nab Throneberry was wide and in the dirt . 
187	br-a11	7	8	4290	Then Heywood_Sullivan , Kansas_City catcher , singled up the middle and Throneberry was across with what proved to be the winning run . 
188	br-a11	8	9	4313	Rookie southpaw George_Stepanovich relieved Hyde at_the_start of the ninth and gave_up the A 's fifth tally on a walk to second_baseman Dick_Howser , a wild_pitch , and Frank_Cipriani 's single under Shortstop Jerry_Adair 's glove into center . 
189	br-a11	9	10	4351	The Orioles once_again performed at the plate in powderpuff fashion , gathering only seven blows off the offerings of three Kansas_City pitchers . 
190	br-a11	9	11	4374	Three were doubles , Brooks_Robinson getting a pair and Marv_Breeding one . 
191	br-a11	10	12	4386	Bill_Kunkel , Bob_Hartman and Ed_Keegan did the mound chores for the club down from West_Palm_Beach to play the game before 767 paying customers in Miami_Stadium . 
192	br-a11	11	13	4412	The Birds got five hits and all three of their runs off Kunkel before Hartman took_over in the top of the fourth . 
193	br-a11	11	14	4435	Hartman , purchased by the A 's from the Milwaukee_Braves last fall , allowed no hits in his scoreless three inning appearance , and merited the triumph . 
194	br-a11	12	15	4463	Keegan , a 6 - foot - 3 - inch 158 - pounder , gave_up the Orioles ' last two safeties over the final three frames , escaping a load of trouble in the ninth when the Birds threatened but failed to tally . 
195	br-a11	13	16	4507	In the ninth , Robinson led off with his second double of the night , a blast off the fence 375 feet deep into left . 
196	br-a11	14	17	4533	Whitey_Herzog , performing in right as the Orioles fielded possibly their strongest team of the spring , worked Keegan for a base_on_balls . 
197	br-a11	15	18	4556	Then three consecutive pinch_hitters failed to produce . 
198	br-a11	16	19	4564	Pete_Ward was sent in_for House and , after failing in a bunt attempt , popped to Howser on the grass back of short . 
199	br-a11	17	20	4588	John_Powell , batting for Adair , fanned after fouling off two 2 - and 2 pitches , and Buddy_Barker , up for Stepanovich , bounced_out sharply to Jerry_Lumpe at second to end the 2 - hour and - 27 - minute contest . 
200	br-a11	18	21	4631	The Orioles got a run in the first inning when Breeding , along with Robinson , the two Birds who got a pair of hits , doubled to right center , moved to third on Russ_Snyder 's single to right and crossed on Kunkel 's wild_pitch into the dirt in_front of the plate . 
201	br-a11	19	22	4685	The Flock added a pair of tallies in the third on three straight hits after two were out . 
202	br-a11	20	23	4704	Jackie_Brandt singled deep into the hole at short to start the rally . 
203	br-a11	21	24	4717	Jim_Gentile bounced a hard shot off Kunkel 's glove and beat it out for a single , and when Lumpe grabbed the ball and threw it over first_baseman Throneberry 's head Brandt took third and Gentile second on the error . 
204	br-a11	22	25	4758	Then Robinson slammed a long double to left center to score both runners . 
205	br-a11	22	26	4772	When Robinson tried to stretch his blow into a triple , he was cut_down in a close play at third , Tuttle to Andy_Carey . 
206	br-a11	23	27	4797	The detailed rundown on the Kansas_City scoring in the sixth went like this : 
207	br-a11	24	28	4811	Lumpe worked a walk as the first batter to face Hyde and romped around as Siebern blasted Hyde 's next toss 415 feet over the scoreboard in right center . 
208	br-a11	25	29	4841	Carey singled on a slow bouncing ball to short which Robinson cut_across to field and threw wide to first . 
209	br-a11	25	30	4861	It was ruled a difficult chance and a hit . 
210	br-a11	26	31	4871	Then Throneberry rapped into a fast double_play . 
211	br-a11	26	32	4879	Breeding to Adair to Gentile , setting_up Tuttle 's 390 - foot homer over the wall in left center . 
212	br-a11	27	33	4899	If the Orioles are to break their losing_streak within the next two days , it will have to be at_the_expense_of the American_League champion New_York Yankees , who come in here tomorrow for a night_game and a single test Sunday afternoon . 
213	br-a11	28	34	4940	The flavor of Baltimore 's Florida_Grapefruit_League news ripened considerably late today when the Orioles were advised that Ron_Hansen has fulfilled his obligations under the Army 's military training_program and is ready for belated spring_training . 
214	br-a11	29	35	4975	Hansen , who slugged the 1960 Oriole high of 22 homers and drove_in 86 runs on a .255 freshman average , completes the Birds ' spring squad at 49 players . 
215	br-a11	30	36	5006	The big , 22 - year old shortstop , the 1960 American_league `` rookie of the year '' , flew here late this afternoon from Baltimore , signed his contract for an estimated $ 15000 and was a spectator at tonight 's 5 - to 3 loss to Kansas_City - the winless Birds ' sixth setback in_a_row . 
216	br-a11	31	37	5064	The 6 - foot 3 inch Hansen checked_in close_to 200 pounds , 15 pounds lighter than his reporting_weight last spring . 
217	br-a11	31	38	5085	He hopes to melt_off an additional eight pounds before the Flock breaks_camp three weeks hence . 
218	br-a11	32	39	5101	When he was inducted into the Army at Fort_Knox_, Ky. , Hansen 's weight had dropped to 180 - `` too light for me to be at my best '' he said . 
219	br-a11	33	40	5134	`` I feel good physically '' , Hansen added , `` but I think I 'll move better carrying a_little less weight than I'm carrying now '' . 
220	br-a11	34	41	5162	The rangy , Albany ( Cal. ) native , a surprise slugging sensation for the Flock last year as_well as a defensive whiz , set `` improved fielding '' as his 1961 goal . 
